"Category","Card Member","Account Number","Sub-Category","Date","Month Billed","Transaction","Charges $","Credits $"
"Travel","JAN KOWALSKI","XXXX-XXXXXX-99999","Car Rental","11/27/07","January","HERTZ - MAKATEL -, FRANKFURT",814.74,
"Travel","JAN KOWALSKI","XXXX-XXXXXX-99999","Lodging","02/01/07","February","HOTELLI AAKENUS, ROVANIEMI",458.07,
"Travel","JAN KOWALSKI","XXXX-XXXXXX-99999","Lodging","03/23/07","April","HOTEL VILLA BASILEWSCUTIGLIANO",776.78,
"Travel","JAN KOWALSKI","XXXX-XXXXXX-99999","Lodging","04/05/07","April","Best Western PresideNew York          NY",294.8,
"Travel","JAN KOWALSKI","XXXX-XXXXXX-99999","Lodging","04/05/07","April","RAMADA LIMITED      DENVER              CO",110.24,
"Travel","JAN KOWALSKI","XXXX-XXXXXX-99999","Lodging","06/17/07","July","RAMADA LIMITED      SAN BRUNO           CA",74.5,
"Travel","JAN KOWALSKI","XXXX-XXXXXX-99999","Lodging","10/08/07","October","J W MARRIOTT HOTEL MUMBAI INDIA",3718.47,
"Travel","JAN KOWALSKI","XXXX-XXXXXX-99999","Other Transportation","11/06/07","November","MTA MVM*42ND STREET 212-METROCARD       NY",10.0,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","03/01/07","March","FUNG LAM            SAN FRANCISCO       CA",12.45,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","03/01/07","March","SAN FRANCISCO SOUP CSAN FRANCISCO     CA",6.5,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","03/01/07","March","SAN FRANCISCO SOUP CSAN FRANCISCO     CA",10.23,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","03/25/07","April","SAN FRANCISCO SOUP CSAN FRANCISCO     CA",10.23,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","04/01/07","April","CREATIVE HOST SERVICRENO                NV",2.46,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","04/01/07","April","CREATIVE HOST SERVICRENO                NV",2.46,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","04/02/07","April","EUROPA CAFE         NEW YORK          NY",5.4,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","04/02/07","April","EUROPA CAFE         NEW YORK          NY",11.05,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","04/03/07","April","EUROPA CAFE         NEW YORK          NY",6.77,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","04/03/07","April","EUROPA CAFE         NEW YORK          NY",11.05,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","04/04/07","April","CIBO EXPRESS GOURMETFLUSHING            NY",11.81,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","04/04/07","April","CIBO EXPRESS GOURMETFLUSHING            NY",12.98,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","04/05/07","April","DENVER SPORTS BAR   DENVER              CO",2.42,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","04/17/07","May","SAN FRANCISCO SOUP CSAN FRANCISCO     CA",16.12,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","05/19/07","June","CARIBOU COFFEE      ATLANTA           GA",9.34,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","06/16/07","July","HMS HOST-ATL AIRPT QATLANTA             GA",10.45,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","08/20/07","September","CREATIVE HOST SERVICRENO                NV",7.59,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","08/20/07","September","CREATIVE HOST SERVICRENO                NV",8.78,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","09/27/07","October","DELI UP CAFE        00001               CA",7.31,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","11/06/07","November","EUROPA CAFE 93861522NEW YORK            NY",7.21,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","11/06/07","November","EUROPA CAFE 93861522NEW YORK            NY",10.5,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","11/06/07","November","PAX WHOLESOME FOODS NEW YORK            NY",13.55,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","11/07/07","November","ROSENS CAFE ROSENS CNEW YORK            NY",7.11,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","11/07/07","November","ROSENS CAFE ROSENS CNEW YORK            NY",18.92,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","11/08/07","December","PAX WHOLESOME FOODS NEW YORK            NY",11.35,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","11/08/07","December","WU LIANG YE WU LIANGNEW YORK            NY",52.9,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","11/09/07","December","EUROPA CAFE 93861524NEW YORK            NY",7.84,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","11/09/07","December","HMSHOST-JFK-AIRPT #QJAMAICA             NY",6.81,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","11/09/07","December","WOLFGANG PUCK #831 QSALT LAKE CIT       UT",9.68,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","11/26/07","December","CAFFE DEL MONDO - TESAN FRANCISCO       CA",5.9,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","11/26/07","December","CREATIVE HOST SERVICRENO                NV",5.13,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","11/26/07","December","SAN FRANCISCO SOUP CSAN FRANCISCO       CA",6.98,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","12/17/07","January","SAN FRANCISCO SOUP CSAN FRANCISCO       CA",10.22,
"Restaurant","JAN KOWALSKI","XXXX-XXXXXX-99999","Restaurant","12/18/07","January","TEMP NEWS #1       QSAN FRANCISCO       CA",1.89,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Entertainment","06/28/07","July","TAHOE CITY MARINA 00TAHOE CITY          CA",160.0,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Cash/fees","09/28/07","October","TRANSACTION PROCESSED BY AMERICAN EXPRESS",29.0,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","01/01/07","January","AT&T EASYCHARGE     800-310-2355        CA",105.37,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","01/11/07","February","T-MOBILE            800-937-8997      WA",265.98,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","01/28/07","February","COMPUSERVE COLUMBUS 800-848-8990      VA",9.95,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","01/30/07","February","SPRINTPCS AUTOPYMT ROVERLAND PARK     KS",60.67,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","02/01/07","February","AT&T EASYCHARGE     800-310-2355        CA",105.37,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","02/11/07","March","T-MOBILE            800-937-8997      WA",47.48,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","02/25/07","March","COMPUSERVE COLUMBUS 800-848-8990      VA",9.95,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","03/01/07","March","AT&T EASYCHARGE     800-310-2355        CA",105.43,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","03/02/07","March","SPRINTPCS AUTOPYMT ROVERLAND PARK     KS",60.67,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","03/12/07","April","T-MOBILE            800-937-8997      WA",37.63,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","03/30/07","April","SPRINTPCS AUTOPYMT ROVERLAND PARK       KS",60.67,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","04/01/07","April","AT&T EASYCHARGE     800-310-2355        CA",135.19,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","04/01/07","April","COMPUSERVE COLUMBUS 800-848-8990      VA",9.95,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","04/11/07","May","T-MOBILE            800-937-8997      WA",190.22,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","04/29/07","May","COMPUSERVE COLUMBUS 800-848-8990      VA",9.95,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","04/30/07","May","SPRINTPCS AUTOPYMT ROVERLAND PARK       KS",60.67,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","05/01/07","May","AT&T EASYCHARGE     800-288-2020        CA",105.4,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","05/11/07","June","T-MOBILE            800-937-8997      WA",68.5,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","05/27/07","June","COMPUSERVE COLUMBUS 800-848-8990      VA",9.95,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","05/30/07","June","SPRINTPCS AUTOPYMT ROVERLAND PARK       KS",60.67,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","06/01/07","June","AT&T EASYCHARGE     800-288-2020        CA",84.06,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","06/11/07","July","T-MOBILE            800-937-8997      WA",50.12,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","06/30/07","July","SPRINTPCS AUTOPYMT ROVERLAND PARK       KS",60.67,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","07/01/07","July","AT&T EASYCHARGE     800-288-2020        CA",93.54,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","07/01/07","July","COMPUSERVE COLUMBUS 800-848-8990      VA",9.95,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","07/11/07","August","T-MOBILE RECURNG PMT800-937-8997      WA",105.25,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","07/29/07","August","COMPUSERVE COLUMBUS 800-848-8990      VA",9.95,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","07/30/07","August","SPRINTPCS AUTOPYMT ROVERLAND PARK       KS",60.67,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","08/01/07","August","ATT CONS PHONE PMT  800-288-2020      TX",93.52,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","08/11/07","September","T-MOBILE RECURNG PMT800-937-8997      WA",37.94,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","08/26/07","September","COMPUSERVE COLUMBUS 800-848-8990      VA",9.95,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","09/03/07","September","ATTN:CHARGEBACK DEPTDALLAS              TX",93.46,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","09/11/07","October","T-MOBILE CCII       BELLEVUE            WA",39.16,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","09/30/07","October","COMPUSERVE COLUMBUS 800-848-8990        VA",9.95,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","10/01/07","October","SPRINTPCS AUTOPYMT ROVERLAND PARK       KS",21.34,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","10/02/07","October","ATT CONS PHONE PMT  800-288-2020        TX",93.49,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","10/11/07","November","T-MOBILE RECURNG PMT800-937-8997        WA",108.97,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","10/28/07","November","COMPUSERVE COLUMBUS 800-848-8990        VA",9.95,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","10/30/07","November","SPRINTPCS AUTOPYMT ROVERLAND PARK       KS",60.67,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","11/02/07","November","ATT CONS PHONE PMT  800-288-2020        TX",93.47,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","11/11/07","December","T-MOBILE RECURNG PMT800-937-8997        WA",95.51,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","11/25/07","December","COMPUSERVE COLUMBUS 800-848-8990        VA",9.95,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","11/30/07","December","SPRINTPCS AUTOPYMT ROVERLAND PARK       KS",60.67,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","12/03/07","December","ATT CONS PHONE PMT  800-288-2020        TX",93.49,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","12/11/07","January","T-MOBILE RECURNG PMT800-937-8997        WA",68.38,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","12/30/07","January","COMPUSERVE COLUMBUS 800-848-8990        VA",9.95,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Communications","12/31/07","January","SPRINTPCS AUTOPYMT ROVERLAND PARK       KS",60.67,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Professional Services","01/28/07","February","DOCUMENT COMMAND INCBEAVERTON           OR",25.0,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Professional Services","02/08/07","March","DOCUMENT COMMAND INCBEAVERTON           OR",,25.0
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Professional Services","03/05/07","March","SMARTE CARTE RNOAP 3RENO                NV",3.0,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Professional Services","03/26/07","April","SMARTE CARTE RNOAP 3RENO                NV",3.0,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Professional Services","04/25/07","May","RENO-TAHOE INT AIRPORENO                NV",56.0,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Professional Services","04/28/07","May","2CO.COM             COLUMBUS          OH",11.88,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Professional Services","06/19/07","July","SMARTE CARTE SFOAP 3SAN FRANCISCO       CA",3.0,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Professional Services","08/14/07","September","CLICKNPRINT TICKETS 888-695-0888        TX",27.35,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Professional Services","09/05/07","September","SMARTE CARTE RNOAP 3RENO                NV",3.0,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Professional Services","09/16/07","October","UPS* 000023F440     800-811-1648        GA",9.48,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Professional Services","09/19/07","October","GODADDY.COM         (480)624-2500",16.58,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Professional Services","09/28/07","October","SMARTE CARTE SFOAP 3SAN FRANCISCO       CA",3.0,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Professional Services","10/16/07","November","INTEGRAM            7038491700          VA",1.2,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Professional Services","11/05/07","November","SCI CARTS-NEWARK INTNEWARK              NJ",3.0,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Professional Services","11/11/07","December","NEVADA DMV 44 000000CARSON CITY         NV",364.0,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Professional Services","11/12/07","December","SMARTE CARTE RNOAP 3RENO                NV",3.0,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Professional Services","11/27/07","December","SMARTE CARTE RNOAP 3RENO                NV",3.0,
"Other Merchants","JAN KOWALSKI","XXXX-XXXXXX-99999","Professional Services","12/19/07","January","SMARTE CARTE RNOAP 3RENO                NV",3.0,
"Merchandise","JAN KOWALSKI","XXXX-XXXXXX-99999","Mail Order","01/01/07","January","IBACKUP.COM PROSOFTN8185945972          CA",9.95,
